id,tempo,genre,duration_ms,energy,loudness,acousticness,album_name,macro_genre,instrumentalness,liveness,artists,popularity,speechiness,danceability,mode,valence,name,key
5k8HtMMebjFkS2GMy8eKUi,159.997,rockabilly,165786.0,0.891,-8.581,0.00231,Brutal Brega,Rock,0.00443,0.655,João Gordo,22.0,0.0393,0.594,1.0,0.928,Tô Doidão,4.0
5k8kM7FMh07pr7R97VR7SY,154.976,happy,173973.0,0.85,-7.735,0.00637,Scooter Forever,Mood,0.0,0.154,Scooter;Jebroer,49.0,0.131,0.559,0.0,0.277,My Gabber,7.0
5k8qFBVUkSUKzWi4nEaqXV,134.031,r&b,230867.0,0.581,-3.237,0.199,B.O.A.T.S. II #METIME (Deluxe),Hip-Hop/R&B,0.0,0.417,2 Chainz,0.0,0.0433,0.839,0.0,0.508,Where U Been?,10.0
5k9C5fzQQIAdQ5eJp6N3Jy,165.073,guitar,169280.0,0.292,-9.575,0.855,Peerless 80 Aniversario - 24 Exitos Vol. 2,Instrumental,2.52e-06,0.0856,Los Tecolines,37.0,0.0388,0.576,0.0,0.576,Besos de Plata,2.0
5k9o0bOuUm1xAbmJOMhjqR,100.193,brazil,163000.0,0.449,-8.773,0.652,Bola Outro,Latin,2.04e-06,0.139,Sotam,49.0,0.229,0.819,0.0,0.719,Bola Outro,1.0
5kAbhPC9z3sJEfQQxaoMfu,110.984,edm,229189.0,0.918,-8.647,0.00471,Otto Croy EP,Electronic,0.761,0.0709,OdjBox,41.0,0.0989,0.624,0.0,0.625,Otto Croy,9.0
5kApwSRDqF5CKclVLw1FBM,103.072,pop,194827.0,0.7,-4.969,0.4,Dead,Pop,0.0,0.183,Madison Beer,61.0,0.211,0.583,0.0,0.553,Dead,2.0
5kAwWMrtIElxbnUjTL65PT,81.277,show-tunes,302026.0,0.331,-13.533,0.889,42nd Street (Original Cast Recording),Soundtrack,1.16e-06,0.163,Jerry Orbach;42nd Street Ensemble,25.0,0.0477,0.315,1.0,0.346,Lullaby of Broadway,0.0
5kB9qdehfPGdFOJ6LQJJ3J,131.012,edm,188519.0,0.959,-4.942,0.0256,So Much More (Wolves in Geek's Clothing Remix),Electronic,2.17e-06,0.157,Geek Boy,8.0,0.0515,0.667,0.0,0.487,So Much More (Wolves in Geek's Clothing Remix),0.0
5kBC3lWxOG0393nUcK6lmX,108.008,idm,253888.0,0.926,-4.776,0.0252,Luke Vibert presents Rave Hop,Electronic,0.169,0.196,Luke Vibert,10.0,0.0365,0.67,0.0,0.659,Lover,1.0
5kBemeXHWOKqsoLS22qGFw,150.639,brazil,412356.0,0.663,-7.825,0.243,Seco Mas Não Morto,Latin,2.72e-05,0.587,Mato Seco,44.0,0.0814,0.749,0.0,0.944,Caminho da Luz,9.0
5kByOzRm7KpgFUOeClZbek,114.921,pop-film,250325.0,0.525,-7.417,0.675,"Yaar Azhaippadhu (From ""Maara"")",Soundtrack,0.0,0.0645,Ghibran;Sid Sriram,57.0,0.0338,0.626,1.0,0.45,"Yaar Azhaippadhu - From ""Maara""",10.0
5kC6r4q71XMzsuLAYesseb,127.942,edm,215135.0,0.918,-3.071,0.00099,You (Tiësto vs. Twoloud Radio Edit),Electronic,0.0073,0.164,Galantis,39.0,0.054,0.358,0.0,0.0936,You - Tiësto vs. Twoloud Radio Edit,8.0
5kCJ8DGAR3Pf3qdsir9dPc,186.219,study,124076.0,0.587,-8.417,0.157,Discover the World Vol. 1,Ambient/Chill,0.877,0.111,"Sarah, the Illstrumentalist",9.0,0.0818,0.675,0.0,0.878,Grotto in Capri,0.0
5kCM7Rqd0hnwgCuNLZlags,90.062,french,249080.0,0.553,-7.809,0.625,"Adieu, au revoir",Regional,0.0,0.11,Columbine,34.0,0.0584,0.612,1.0,0.282,Jrefaiscequejevois,1.0
5kCSv8whN36gYuvYJbDPOo,98.085,french,168026.0,0.898,-5.453,0.432,La Princesse et la Grenouille (Bande Originale Française du Film),Regional,0.0,0.0783,Liane Foly;The Pinnacle Gospel Choir,33.0,0.109,0.694,1.0,0.641,"Creuse encore et encore - De ""La Princesse et la Grenouille""/Bande Originale Française du Film",0.0
5kCdc14ItHSF6N6rI7wGSX,136.997,trance,331094.0,0.853,-7.185,0.00298,Bloom,Electronic,0.895,0.578,Phaxe;Querox,44.0,0.0382,0.727,0.0,0.194,Bloom,8.0
5kCjHUh0QdbANYM0ZVlLVO,113.324,power-pop,262146.0,0.592,-7.251,0.353,Shake It Up (Expanded Edition),Pop,0.223,0.188,The Cars,23.0,0.029,0.691,1.0,0.347,Midnight Dancer,4.0
5kCnPMaiUNbPxDjL24gGkb,121.002,techno,194386.0,0.746,-6.337,0.0311,Fantast,Electronic,0.0742,0.333,Claptone;Nathan Nicholson,55.0,0.0258,0.618,0.0,0.611,Under the Moon,11.0
5kD9T7GForh8LnRz5ClbL8,161.933,rock,168253.0,0.886,-3.466,0.0291,Bleed American (Deluxe Edition),Rock,0.0,0.342,Jimmy Eat World,13.0,0.0517,0.634,1.0,0.922,The Middle,2.0
5kE7C68N1FO6w22HLB2kJw,105.982,synth-pop,277146.0,0.536,-7.723,0.00436,Paradize,Pop,0.000676,0.178,Indochine,22.0,0.0276,0.425,1.0,0.0776,Dark,1.0
5kE7cZqcTiV6VBDYvltiCG,99.943,gospel,253853.0,0.799,-6.124,0.00268,Lá,Jazz/Blues,4.08e-05,0.0786,Paulo Cesar Baruk,38.0,0.0429,0.433,1.0,0.263,Lá,0.0
5kEOGfiGkDwGnNoGlepPJI,97.543,punk-rock,205080.0,0.929,-5.595,0.00105,Una Vida No Es Suficiente,Alternative,0.0,0.0729,INSITE,36.0,0.0468,0.482,1.0,0.317,Destrózame,0.0
5kElIh62XbmpGwfR0cYaZn,98.015,emo,156733.0,0.634,-8.31,0.45,Не по пути,Alternative,3.42e-06,0.128,PHARAOH,56.0,0.136,0.812,1.0,0.609,Не по пути,10.0
5kF56H03uu8j24OFv4tsX6,148.372,j-pop,241240.0,0.486,-6.8,0.345,Best Christmas Playlist Ever 2022,Pop,0.0,0.0855,Diana Krall;Clayton-Hamilton Jazz Orchestra,0.0,0.0784,0.513,1.0,0.562,Let It Snow,5.0
5kF9PbklFhT0rG5J5jlrJF,125.995,pop,264133.0,0.521,-5.104,0.0872,The Nights (Avicii By Avicii),Pop,2.79e-05,0.0807,Avicii,43.0,0.0697,0.711,1.0,0.34,The Nights - Avicii By Avicii,6.0
5kFWFUWlUvtQPtNwg6aVfa,79.917,romance,158153.0,0.515,-11.46,0.953,"Ремастированные Оригинальные Ретро Песни Советской России: Баллада, Романсы, Радиохиты Vol. 01, Ballads, Romances, Radio Hits of Soviet Russia",Mood,1.91e-06,0.36,Alexander Vertinsky,0.0,0.352,0.365,0.0,0.475,Тюремная Песня,4.0
5kFWp8In0sIpeXPfPuJlYE,100.684,alt-rock,297105.0,0.869,-6.688,0.00242,Return of the Dream Canteen,Rock,0.00339,0.127,Red Hot Chili Peppers,64.0,0.0511,0.689,0.0,0.84,Roulette,1.0
5kFWqLVb9idG4f52ZVD99r,95.164,chill,95108.0,0.24,-18.583,0.919,My Head In The Sky,Ambient/Chill,0.726,0.155,ZRobb;Shiloh Dynasty,47.0,0.0883,0.483,0.0,0.506,I Don't Trust Nobody - Slowed and Reverb,9.0
5kFmXWDOulujZRyFjcaBy0,139.718,synth-pop,372120.0,0.752,-5.149,0.00208,A Diamond in the Mind,Pop,0.000189,0.982,Duran Duran,27.0,0.0379,0.317,0.0,0.33,Ordinary World - Live,1.0
5kFx4xgYC8DZG1N1opikks,148.119,happy,168520.0,0.905,-5.318,0.0114,Partyfreak,Mood,0.0,0.324,PartyfrieX,23.0,0.0629,0.625,1.0,0.69,Ik Heb Gezopen,0.0
5kG1ARHk8dli0bKiMN2oE6,87.181,british,228853.0,0.609,-4.596,0.163,Back To Black (Deluxe Edition),Regional,0.0,0.0811,Amy Winehouse,59.0,0.0638,0.641,1.0,0.696,Cupid - Deluxe Edition Version,7.0
5kHMg5sSH7SeDfGl5TEptb,125.016,edm,204480.0,0.915,-7.109,0.0214,Ferris Wheel,Electronic,0.153,0.111,Rich DietZ,27.0,0.265,0.818,0.0,0.683,Ferris Wheel,11.0
5kHiHWLcbsvTDtmHxBiaID,121.03,pop,138843.0,0.574,-9.882,0.466,Are You With Me (Radio Edit),Pop,7.83e-05,0.131,Lost Frequencies,50.0,0.0317,0.776,0.0,0.412,Are You With Me - Radio Edit,5.0
5kIT3tcYmokpAXuZ6yRyav,138.998,forro,241070.0,0.531,-13.633,0.8,Água de Chuva,Latin,0.0,0.145,Silvanno Salles,41.0,0.0429,0.673,1.0,0.726,Água de Chuva,10.0
5kIcrM3QVD4BQPFMszQnU1,151.97,latin,288893.0,0.477,-6.886,0.127,¿Con Quién Se Queda El Perro?,Latin,0.0,0.15,Jesse & Joy,70.0,0.0363,0.479,1.0,0.127,¡Corre!,11.0
5kJAk6KD2SH3Dz8K3EfIhc,79.888,rap,174000.0,0.0389,-17.75,0.897,Colors,Hip-Hop/R&B,0.849,0.0731,Harris Cole,32.0,0.115,0.638,1.0,0.48,Blue and Green,1.0
5kJQrSESEFOEnEaLfiUot1,120.682,rock,188960.0,0.605,-8.564,0.0352,Chronicle: 20 Greatest Hits,Rock,0.000239,0.0702,Creedence Clearwater Revival,0.0,0.03,0.686,0.0,0.64,Proud Mary,9.0
5kJZqXWdKt8gVnu8dqmiye,123.418,detroit-techno,281244.0,0.769,-8.119,0.00381,Innovator - Soundtrack For The Tenth Planet,Electronic,0.934,0.0451,Rhythim Is Rhythim;Derrick May;Mayday,7.0,0.058,0.751,1.0,0.804,Nude Photo,11.0
5kJg3eQ8I5MxKSojVTmibA,169.915,goth,216000.0,0.571,-7.679,0.414,Och han älskade dom alla,Alternative,0.0,0.0395,Roffe Ruff,27.0,0.171,0.644,0.0,0.581,Dr Phil,1.0
5kJjcGRw4cyeNuwfJVgQRf,85.011,rap,102048.0,0.292,-18.504,0.765,Don't Mind Me,Hip-Hop/R&B,0.802,0.428,Fallen Roses,55.0,0.131,0.736,0.0,0.236,Don't Mind Me,11.0
5kK0CQYgpRgBrtMNNN47BG,119.958,ambient,51000.0,0.113,-22.767,0.93,The Last of Us,Ambient/Chill,0.635,0.0982,Gustavo Santaolalla,48.0,0.233,0.535,0.0,0.333,The Last of Us (Goodnight),9.0
5kK5QHkx544IrrXBngWct3,100.768,rock,169552.0,0.62,-9.435,0.32,The Definitive Collection,Rock,0.00628,0.0411,Neil Sedaka,1.0,0.024,0.498,1.0,0.896,Laughter In The Rain,5.0
5kKSQULHCPFE7CKMPrkAtP,127.884,anime,267213.0,0.893,-2.825,0.00321,Penny Rain,Soundtrack,0.0,0.121,Aimer,53.0,0.0813,0.456,0.0,0.478,I beg you,5.0
5kKY31UXSopYcYQuNhXE8G,89.913,groove,383898.0,0.743,-5.636,0.00274,Aviva-Me (Ao Vivo),Metal,0.0,0.317,Jéssica Augusto,36.0,0.0397,0.41,0.0,0.129,Aviva-Me - Ao Vivo,1.0
5kKloaKFvAuDNFi8m52hxy,119.974,anime,266920.0,0.766,-8.448,0.00634,NARUTO -ナルト- オリジナルサウンドトラック,Soundtrack,0.00235,0.125,MUSASHI PROJECT,56.0,0.0438,0.525,0.0,0.383,NARUTO Main Theme,4.0
5kKmGSnl01BOavLYsVLBhr,109.979,electronic,144000.0,0.74,-6.356,0.0156,Грустная девчонка с глазами как у собаки,Electronic,0.0,0.161,Poshlaya Molly,52.0,0.037,0.548,1.0,0.484,Все хотят меня поцеловать,9.0
5kKmz3LyhG2Iqdqv67SFXl,143.842,club,123306.0,0.765,-3.768,0.381,Unlimited Ammo,Electronic,0.0,0.17,Namasenda,41.0,0.0345,0.622,0.0,0.652,Black Ops 2,10.0
5kL3eQ7uTmQJZClykQJp90,156.533,happy,268493.0,0.96,-7.799,0.0977,...And the Beat Goes On! (20 Years of Hardcore Expanded Edition),Mood,0.795,0.366,Scooter,18.0,0.126,0.494,0.0,0.185,Waiting for Spring - Remastered,10.0
5kLAcA8AEzTN5kmVJ5mPXP,85.999,drum-and-bass,273488.0,0.706,-5.682,0.0196,The Series,Electronic,0.808,0.153,Artificial Intelligence,18.0,0.0476,0.61,0.0,0.0825,Savour,1.0
5kLh746jvgdUXJrdpO00Kt,175.051,j-idol,304133.0,0.964,-2.493,0.00249,ZZ's,Regional,0.0396,0.187,Momoiro Clover Z,18.0,0.0922,0.455,1.0,0.374,『Z』の誓い -ZZ ver.-,9.0
5kMe9YRcA4rLFdR4KFovHe,186.519,rock-n-roll,230106.0,0.332,-11.348,0.415,Éxitos De Época (De Colección),Rock,4.47e-06,0.0776,Grupo Yndio,30.0,0.0321,0.23,1.0,0.2,Melodia Desencadenada,0.0
5kMq3x0u1ThMn8zqTRTbi1,105.037,dancehall,192000.0,0.625,-8.912,0.327,Afrobeats 2022,Reggae,0.08,0.255,Larry Gaaga;Vector,0.0,0.0747,0.829,0.0,0.459,Decide,11.0
5kNCog1amNsI8z2iD5634p,113.295,brazil,265306.0,0.729,-13.779,0.089,O Dia Em Que A Terra Parou,Latin,0.0,0.0462,Raul Seixas,46.0,0.148,0.55,1.0,0.344,O dia em que a terra parou,2.0
5kNY827HpHytxb6a41pfLQ,104.961,latin,227373.0,0.727,-5.275,0.0872,"Hola, futuro",Latin,0.000295,0.115,Un Corazón,47.0,0.0336,0.661,1.0,0.446,Eres,7.0
5kO4vC58fVJPuheWXrTviG,124.901,latin,190470.0,0.88,-4.987,0.114,Show Me Love,Latin,1.91e-06,0.268,Max Lean,47.0,0.137,0.717,0.0,0.216,Show Me Love,1.0
5kOWncnXJOC1LRH0rk8SGy,128.018,pop,174015.0,0.713,-7.151,0.0031,Whispers,Pop,0.351,0.0819,ELYAZ,9.0,0.0392,0.716,0.0,0.193,Whispers,5.0
5kOo9TzBi9qPgevH7Qzo2S,150.979,indian,193907.0,0.495,-8.381,0.237,Nayaab,World,0.0,0.1,Seedhe Maut;Sez on the Beat;Rushaki,42.0,0.352,0.718,0.0,0.668,Hoshiyaar,8.0
5kP8xQ2bcZ13N13xzrBx3z,137.969,trance,189577.0,0.93,-6.661,0.0127,A State Of Trance Classics - Mix 014: Vini Vici,Electronic,0.776,0.657,Liquid Soul;Vini Vici,51.0,0.0509,0.603,1.0,0.163,Universe Inside Me (Mixed),7.0
5kQs7HBl0U2fEAoIDukOfm,108.09,samba,180933.0,0.665,-9.246,0.0181,Nova Bis - Clara Nunes,Latin,0.0,0.35,Clara Nunes,37.0,0.0422,0.505,1.0,0.86,Coração Leviano,6.0
5kRBxcHNbWOUFvv15I0dMP,132.664,ambient,147314.0,0.0508,-28.789,0.993,Gdansk,Ambient/Chill,0.894,0.0983,Lambert,51.0,0.0395,0.444,1.0,0.271,Gdansk,5.0
5kS5raK7DABAc8z3DTNiNq,119.939,latin,286333.0,0.696,-12.606,0.00114,Tazmania Freestyle Vol. 1,Latin,0.4,0.0476,Sandy Congendo,6.0,0.0407,0.779,0.0,0.802,You Are The One,2.0
5kSBstWdaP3tMlArgGM00C,76.03,garage,231039.0,0.392,-12.603,0.857,In Colour,Electronic,0.926,0.0817,Jamie xx,52.0,0.0381,0.652,0.0,0.407,Obvs,5.0
5kSnQWC7k7LCe650Td0sxI,119.941,mandopop,265906.0,0.416,-8.22,0.835,伤心,Pop,0.0,0.122,Kit Chan,49.0,0.0416,0.658,1.0,0.273,喜欢你,6.0
5kT7m8hChi8Cv3KMGiiC8T,170.111,ska,234820.0,0.941,-2.887,0.0781,Say It Out Loud,Reggae,1.91e-06,0.488,The Interrupters;Tim Timebomb,32.0,0.044,0.494,0.0,0.705,Phantom City,4.0
5kTQcXGrvTxBQf0s4Hx1fj,175.956,latin,212347.0,0.676,-5.727,0.0891,The Story of My Life,Latin,0.0,0.377,Chino Grande,8.0,0.166,0.647,0.0,0.437,Come Back To Me,1.0
5kTVj5JdP4MUT5yM3ggjjk,108.726,comedy,257506.0,0.478,-13.632,0.799,Two Drink Mike,Spoken,0.0,0.673,Mike Birbiglia,22.0,0.933,0.589,1.0,0.495,"Whatever You Are, Be a Good One (Album Version)",4.0
5kTmg9n7FZ7xv8SZVFhX8P,93.992,acoustic,104306.0,0.666,-4.823,0.0602,Only God Can Judge Me and More,Folk/Country,7.99e-05,0.208,AJJ,27.0,0.0381,0.682,1.0,0.79,I Am So Mad at You,0.0
5kUC2hxjPoTsF5t7rL0E3s,117.512,rock,151782.0,0.0931,-12.659,0.945,Country Christmas Time,Rock,2.59e-06,0.191,Christina Perri,2.0,0.0375,0.407,1.0,0.327,i'll be home for christmas,7.0
5kUVODZumhMwdxteFyFwCk,83.303,disney,251520.0,0.662,-9.462,0.484,Løvenes Konge (Originalt Norsk Soundtrack),Soundtrack,1.16e-05,0.264,Nils Jørgen Kaalstad;Anders Bye;Oskar Fjeldstad-Bergheim;Espen Grjotheim,20.0,0.371,0.593,1.0,0.647,Hakuna Matata,0.0
5kUlaVezXfwF2MgFkiG6dy,128.012,goth,328400.0,0.888,-6.039,0.0504,A Rose for the Dead,Alternative,0.00773,0.159,Theatre Of Tragedy,21.0,0.03,0.588,1.0,0.317,As the Shadows Dance,2.0
5kUxWpe43DVTzXW7HiXnre,123.005,edm,272859.0,0.887,-6.477,0.00219,Breezeblocks (Tinlicker Remix),Electronic,0.0638,0.576,alt-J,36.0,0.0363,0.569,0.0,0.139,Breezeblocks - Tinlicker Remix,2.0
5kVSEpbyuLIVuPM1i2KivC,104.854,r&b,336560.0,0.707,-10.799,0.00265,Ooooooohhh... On The TLC Tip,Hip-Hop/R&B,0.00214,0.352,TLC,47.0,0.0343,0.674,0.0,0.712,Ain't 2 Proud 2 Beg,10.0
5kVVkEdO4dCGotDtbeyYgp,83.095,romance,186133.0,0.117,-17.88,0.995,Я люблю вас так безумно,Mood,0.000209,0.165,Vadim Kozin;Давид Ашкенази,0.0,0.099,0.514,1.0,0.434,"Смейся, смейся громче всех",3.0
5kVZxyMY1gfdCLiChsfjn1,142.004,latino,230704.0,0.588,-6.276,0.275,Un Verano Sin Ti,Latin,0.0,0.17,Bad Bunny,85.0,0.0492,0.872,1.0,0.93,Yo No Soy Celoso,0.0
5kVjNlwI6vDvbuYJohhUqh,76.992,k-pop,147078.0,0.806,-8.286,0.0729,Pattiyal (Original Motion Picture Soundtrack),Pop,0.00452,0.102,Yuvan Shankar Raja,51.0,0.0633,0.691,0.0,0.958,Kannai Vittu,5.0
5kWMV8yuPP6zSdz4MZhjVh,100.021,classical,269815.0,0.743,-7.013,0.728,Ustad And The Divas,Classical,4.22e-05,0.103,Sultan Khan;Shreya Ghoshal;Salim Merchant,45.0,0.0553,0.603,1.0,0.341,Leja Leja,9.0
5kWlR2bbOe56XLsRJ5EHlE,119.37,power-pop,274733.0,0.585,-11.537,0.00445,"Big World (Live At The Roundabout Theatre, New York City/1986)",Pop,1.53e-06,0.0492,Joe Jackson,23.0,0.0309,0.688,0.0,0.841,"Right And Wrong - Live At The Roundabout Theatre, New York City/1986",9.0
5kX1LMGQ2gjOti9j94ehdT,147.895,chill,251794.0,0.0621,-26.675,0.543,We Don't Talk Anymore [Slowed + Reverb],Ambient/Chill,0.303,0.0763,Yusei;dhan,43.0,0.0745,0.638,1.0,0.303,We Don't Talk Anymore [Slowed + Reverb],7.0
5kX2eRxwNj8DNa5eonHZ1D,105.004,brazil,193290.0,0.415,-9.652,0.339,Tudo Vira Reggae (Ao Vivo),Latin,2.14e-05,0.155,Maneva,45.0,0.0537,0.886,1.0,0.421,Epitáfio - Ao Vivo,7.0
5kX5gD4ygSg30DG18iAC5E,130.844,latin,169169.0,0.671,-12.552,0.0728,Ultimate Freestyle Mega Mix,Latin,8.79e-06,0.318,Ballin Entertainment,0.0,0.109,0.718,0.0,0.772,Gangsta Of Love,0.0
5kXSNI0ra15eQ5uil3uYOR,127.906,black-metal,377217.0,0.661,-13.254,7.77e-05,Svartsyn,Metal,0.000738,0.0564,Khold,19.0,0.0406,0.468,1.0,0.282,Helligdom Av Døde,2.0
5kXgIwq4wIAQBnRHkr2SLv,175.101,salsa,214073.0,0.823,-4.204,0.507,Romántico y Boricua,Latin,0.0,0.106,Maelo Ruiz,34.0,0.0793,0.735,1.0,0.908,Cada Latido de Mi Corazón,0.0
5kXkDCUSDTSSrpG21qdEI2,110.483,tango,186306.0,0.536,-9.75,0.895,20 Great Tangos,Latin,0.146,0.357,Julio Sosa;Orquesta de Leopoldo Federico,28.0,0.0607,0.506,0.0,0.661,Margot,9.0
5kXsUxYZbRJ58plUgjQp3r,76.957,rock,239253.0,0.925,-5.888,7.73e-05,Vessels,Rock,0.0,0.153,STARSET,54.0,0.132,0.385,0.0,0.323,Satellite,2.0
5kYjcVdwnJQNQdoXCoeRvs,154.018,ska,259239.0,0.875,-5.884,0.022,Evergreen,Reggae,7.52e-06,0.146,Lasse Stefanz,34.0,0.0415,0.564,1.0,0.924,Silversträng,2.0
5kYoAM1xjTwU3lSunb9tWO,184.186,black-metal,320173.0,0.921,-4.305,0.000706,Invoking the Majestic Throne of Satan,Metal,0.898,0.225,Inquisition,16.0,0.0908,0.0709,1.0,0.217,Hail the King of All Heathens,8.0
5kYokSUSdmKq36x9RTvnbe,94.026,blues,113188.0,0.34,-11.855,0.265,ON T O P,Jazz/Blues,1.25e-05,0.0791,Richi Ray,35.0,0.183,0.749,1.0,0.431,ON T O P,0.0
5kZ6JaYehSvdLVADNI4DQw,172.696,hardcore,222093.0,0.966,-3.068,0.000289,Smile For Them (Standard Version),Metal,0.0,0.144,Armor For Sleep,29.0,0.0841,0.244,1.0,0.216,Williamsburg,2.0
5kZDxLcbqglZ2yYXg4Mkjc,135.103,mandopop,244470.0,0.487,-5.276,0.785,學不會,Pop,0.0,0.259,JJ Lin,62.0,0.0361,0.426,1.0,0.28,那些你很冒險的夢,2.0
5kZNc9sXkpD2BFipxNaTgX,120.017,country,197133.0,0.962,-4.942,0.0111,Good Times Country,Folk/Country,2.43e-06,0.204,High Valley,0.0,0.0574,0.627,0.0,0.559,Roads We've Never Taken,5.0
5kZRoc6Gz7u5eu4a0YM2LS,122.08,pop,158474.0,0.639,-6.597,0.0206,Reality,Pop,1.29e-05,0.0789,Lost Frequencies,51.0,0.0359,0.731,1.0,0.527,Reality - Radio Edit,9.0
5ka2ajep9OAvU5Sgduhiex,139.945,pop,212333.0,0.78,-4.287,0.0265,ARTPOP,Pop,1.63e-06,0.143,Lady Gaga,70.0,0.053,0.669,0.0,0.738,Applause,7.0
5kaiM7WaSYPybvKqEpN1zM,126.979,rock,280634.0,0.576,-6.352,0.229,Slow Journey,Rock,5.73e-05,0.117,Soul&Roll,33.0,0.0301,0.736,1.0,0.266,Don't Stop Believing,4.0
5kavGHHza6rN1U05f5KDHg,138.978,forro,252212.0,0.843,-4.285,0.468,Volume 16,Latin,0.0,0.206,Silvanno Salles,38.0,0.0346,0.688,1.0,0.713,Eu Sem Você,6.0
5kbBvaIQVVjwAsg62cXbcq,89.821,mpb,231640.0,0.759,-7.477,0.0706,Antologia Acústica,Latin,0.0118,0.192,Zé Ramalho,40.0,0.042,0.59,0.0,0.808,A Terceira Lâmina,9.0
5kbFRDD4H5lnbcrurJWlJj,174.037,turkish,190693.0,0.5,-12.722,0.119,12-15,World,0.0,0.39,Şanışer,47.0,0.408,0.538,1.0,0.21,Benim Aklımdan Zorum Var,9.0
5kbS81WrhAC0OQJkfuBoDS,200.051,j-dance,175098.0,0.913,-2.828,0.0744,Thunder Clap,Regional,0.0,0.623,Mavado,20.0,0.394,0.693,0.0,0.314,Thunder Clap,4.0
5kbtvKS9qdMGTShPKL3UO3,119.238,tango,152773.0,0.347,-9.273,0.762,La Cumparsita,Latin,0.0167,0.229,Orquesta Tipica Buenos Aires,22.0,0.0326,0.526,1.0,0.521,Caminito,4.0
5kbvcxWFMPNY1zPI3y0wHa,94.992,chill,202750.0,0.64,-7.811,0.607,Making Steak,Ambient/Chill,0.599,0.324,HYBS,59.0,0.0401,0.712,1.0,0.684,Would You Mind,0.0
5kc6erfW0v4PtsBtRJpf0Z,148.087,pop,249847.0,0.433,-9.822,0.614,French Kiwi Juice,Pop,0.042,0.0901,FKJ,61.0,0.052,0.697,0.0,0.266,Skyline,7.0
5kc94sZMpuzSZdbfiCr0gh,109.964,dub,236741.0,0.641,-9.4,0.00595,I Remember,Reggae,0.501,0.0519,Tristam,53.0,0.0306,0.559,0.0,0.0376,I Remember,6.0
5kcNmFn1llGqEw6tAKq1IQ,124.211,sad,141290.0,0.399,-11.06,0.866,"Living Life, In The Night (slowed)",Mood,1.82e-06,0.137,Cheriimoya;Sierra Kidd,13.0,0.0507,0.681,0.0,0.19,"Living Life, In The Night - slowed",10.0
5kcameNhkFMVPRcOALb979,84.397,mpb,244235.0,0.387,-11.601,0.632,Barato Total,Latin,0.0389,0.104,Liniker,41.0,0.0448,0.557,1.0,0.867,Barato Total,2.0
5kcvBnt6DPX3AMEsCx1qDh,112.275,pop,228443.0,0.167,-14.061,0.885,Happiest Year,Pop,0.0,0.111,Jaymes Young,65.0,0.0484,0.501,1.0,0.356,Happiest Year,1.0
5kcvIemT29FwXaHvp6W5iA,149.938,cantopop,242400.0,0.54,-8.542,0.54,"陪你度過漫長歲月 (""陪安尼度漫月""影主曲)",Pop,0.0,0.111,Eason Chan,43.0,0.0412,0.502,1.0,0.578,"陪你度過漫長歲月 - ""陪安東尼度過漫長歲月""電影主題曲",1.0
5kdTuoKeqdnblCop75wMuX,177.879,latin,209427.0,0.893,-2.671,0.115,Energía,Latin,6.67e-05,0.125,J Balvin,63.0,0.117,0.742,1.0,0.777,Bobo,10.0
5keC7PW5vU3WmM0Z6DQsK8,122.004,detroit-techno,390720.0,0.64,-6.681,0.0039,Life On The Back 9,Electronic,0.636,0.0547,Terrence Parker;Coco Street,6.0,0.0444,0.759,0.0,0.872,Hiding In Your Love (feat. Coco Street) - TP's Deep Dancin Dub Mix,6.0
5keH4JIMtaX5ttdnvPOzvz,105.203,punk,192813.0,0.684,-8.6,0.444,Mirando las nubes,Alternative,0.0,0.106,Siouxsie and the Banshees,0.0,0.257,0.825,1.0,0.622,Peek-A-Boo,2.0
5kedtQp5DHelZuobA5ufwy,112.811,garage,225610.0,0.462,-11.32,0.297,Gone by the Dawn,Electronic,0.00121,0.0954,Shannon & The Clams,25.0,0.0376,0.362,1.0,0.0895,How Long,7.0
5kf27BqmZG25H7Jy0XEsZp,113.624,idm,384000.0,0.0882,-28.521,0.811,Utp_,Electronic,0.912,0.1,alva noto;Ryuichi Sakamoto;Ensemble Modern,12.0,0.0393,0.219,1.0,0.0313,Grains,10.0
5kfWicOJPSMCh1rdOd3Mjy,125.799,industrial,352053.0,0.695,-6.893,5.95e-06,My Life With the Thrill Kill Kult,Electronic,0.641,0.273,My Life With The Thrill Kill Kult,23.0,0.0329,0.567,1.0,0.831,A Daisy Chain 4 Satan,6.0
5kfjM1oIlalAL5VMc0ZjrZ,163.931,power-pop,122693.0,0.95,-4.442,0.00692,Book Of Hate For Good People,Pop,3.92e-05,0.386,The Manges,22.0,0.0613,0.482,1.0,0.906,The Girl With Two Brains,5.0
5kgDPgxzetfTBXtDYTb1Tx,81.884,rap,90703.0,0.801,-6.181,0.323,K.O.,Hip-Hop/R&B,0.0,0.179,Prabh Deep,40.0,0.471,0.483,1.0,0.587,K.O.,1.0
5kgT25LfYrXXMqNG2ia0O6,117.995,kids,199639.0,0.65,-3.915,0.674,Tha Cheat Code Reloaded,Kids,0.00516,0.133,That Girl Lay Lay,10.0,0.0627,0.984,1.0,0.91,Medicaid Baby,9.0
5kgqTe1BM720OjU78TGYDw,122.066,latin,190400.0,0.797,-2.71,0.117,The Aviary,Latin,0.0,0.202,Galantis,60.0,0.135,0.762,1.0,0.525,Tell Me You Love Me,5.0
